Id,titolo,descrizione,img,categoria,tag,territorio,URL,link-search,fontedati,collaborazione,data,mese,anno
54,Residenti Stranieri a Palermo - 2018,Popolazione Residente a Palermo nel 2018. Palermo si contraddistingue tra i comuni siciliani per una maggiore presenza multietnica: gli stranieri residenti sono di 127 differenti nazionalità. Questa specificità è testimoniata tanto dal crogiolo di lingue parlate quanto dalle diverse “culture” presenti.,legend/clip_index/residenti_stranieri_pa.jpg,"Demografia,Sociologia,Territorio","Popolazione Straniera,Multietnicità,Palermo",Palermo,stranieri_residenti_suregions.html,https://palermohub.opendatasicilia.it/stranieri_residenti_suregions.html,Comune di Palermo,"@aborruso,@totofiandaca,@gbvitrano",18-05-2019,2019-May,2019
55,#FACCIAMOUNPATTO,Palermo - Piano di pulizia straordinaria - 2019 dal 06 Maggio al 17 Luglio 2019 Piano di pulizia straordinario 62 giorni lavorativi per la pulizia straordinaria di tutti i quartieri.,legend/clip_index/FACCIAMOUNPATTO.jpg,"Ambiente,Territorio,Comunicazione","Pulizia,Decoro Urbano,Palermo",Palermo,FACCIAMOUNPATTO.html,https://palermohub.opendatasicilia.it/FACCIAMOUNPATTO.html,Comune di Palermo,@gbvitrano,04-05-2019,2019-May,2019
56,Sicilia - Parafarmacie 2019,Mappa puntuale delle parafarmacie su tutto il territorio regionale,legend/clip_index/sicilia_parafarmacie.jpg,"Servizi,Salute,Geografia","Parafarmacie,Sicilia,Farmaci",Sicilia,sicilia_parafarmacie.html,https://palermohub.opendatasicilia.it/sicilia_parafarmacie.html,Regione Sicilia,@gbvitrano,26-04-2019,2019-April,2019
57,Palermo - Stagione balneare 2019 - Divieti di balneazione,Divieto di balneazione dal 1° maggio al 31 ottobre 2019 nei tratti di mare antistanti la costa del territorio di Palermo. L’Ordinanza fa riferimento alle disposizioni contenute nel Decreto n. 421 del 19 marzo scorso dell’Assessorato Regionale della Salute - Dipartimento Attività Sanitarie ed Osservatorio Epidemiologico di valutazione delle acque di mare destinate alla balneazione.,legend/clip_index/pa_divieti_balneazione_2019.jpg,"Ambiente,Salute,Territorio","Balneazione,Divieti,Palermo",Palermo,pa_divieti_balneazione_2019.html,https://palermohub.opendatasicilia.it/pa_divieti_balneazione_2019.html,Comune di Palermo,@gbvitrano,19-04-2019,2019-April,2019
58,Responsabile della transizione al digitale (RTD) - Sicilia,Il Responsabile Transizione Digitale è una figura professionale prevista dall'art. 17 del Codice dell'Amministrazione Digitale,legend/clip_index/RTD.jpg,"Amministrazione,Tecnologia,Governance","RTD,Digitalizzazione,Sicilia",Sicilia,RTD.html,https://palermohub.opendatasicilia.it/RTD.html,IPA,"@aborruso,@totofiandaca,@cirospat,@gbvitrano",03-04-2019,2019-April,2019
59,A.M.T. Catania - Marzo 2019,Azienda Metropolitana Trasporti (A.M.T.) Catania - Marzo 2019 - NO GTFS,legend/clip_index/amt_catania.jpg,"Mobilità,Trasporti,Geografia","AMT,GTFS,Trasporti Pubblici",Catania,amt_catania.html,https://palermohub.opendatasicilia.it/amt_catania.html,AMT - Catania,"@aborruso,@totofiandaca,@gbvitrano",29-03-2019,2019-March,2019
60,CCR Centro Comunale di Raccolta - Isola ecologica,Cosa è il CCR Centro Comunale di Raccolta...? E’ un’area presidiata per la raccolta differenziata dei rifiuti urbani e assimilati,legend/clip_index/ccr_isole_ecologiche_02.jpg,"Ambiente,Rifiuti,Territorio","Raccolta Differenziata,CCR,Isola Ecologica",Palermo,ccr_isole_ecologiche.html,https://palermohub.opendatasicilia.it/ccr_isole_ecologiche.html,RAP,"@aborruso,@totofiandaca,@cirospat,@gbvitrano",23-03-2019,2019-March,2019
61,INFC,Inventario Nazionale delle Foreste e dei Serbatoi Forestali di Carbonio (INFC) - Dati quantitativi su popolamento e necromassa,legend/clip_index/concentrazione_alberi.jpg,"Ambiente,Natura,Dati","Foreste,Carbonio,INFC",Italia,concentrazione_alberi.html,https://palermohub.opendatasicilia.it/concentrazione_alberi.html,INFC,@gbvitrano,16-03-2019,2019-March,2019
62,Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2018 - Umap,Incidenti rilevati dalla Polizia Municipale di Palermo - Umap (tot. incidenti 3340),legend/clip_index/sinistri_2018.jpg,"Mobilità,Sicurezza,Dati","Umap,Incidenti,Sinistri",Palermo,sinistri_2018.html,https://palermohub.opendatasicilia.it/sinistri_2018.html,Comune di Palermo,@gbvitrano,15-03-2019,2019-March,2019
63,Teca Digitale e Bene Comune,Mappa dei progetti Teca digitale immagini storiche che il Sistema Bibliotecario Cittadino di Palermo ha reso disponibile online sul social network flickr tutte pubblicate con una licenza aperta CC BY-SA 4.0 che ne consente il riuso - Rielaborazione dati OpenDataSicilia,legend/clip_index/teca_digitale.jpg,"Cultura,Storia,Dati","Foto Storiche,Teca Digitale,Palermo","Palermo
",teca_digitale.html,https://palermohub.opendatasicilia.it/teca_digitale.html,Comune di Palermo,"@aborruso,@totofiandaca,@cirospat,@gbvitrano",12-03-2019,2019-March,2019
64,Biblioteche e bene comune digitale,Mappa dei progetti Teca digitale immagini storiche che il Sistema Bibliotecario Cittadino di Palermo ha reso disponibile online sul social network flickr tutte pubblicate con una licenza aperta CC BY-SA 4.0 che ne consente il riuso - Rielaborazione dati OpenDataSicilia,legend/clip_index/library_02.jpg,"Cultura,Storia,Dati","Foto Storiche,Biblioteche,Palermo","Palermo
",library.html,https://palermohub.opendatasicilia.it/library.html,Comune di Palermo,"@aborruso,@gbvitrano",12-03-2019,2019-March,2019
65,Mappa del pendolarismo da e per Palermo 2011 - flowmap.blue,Mappa dinamica del pendolarismo da e per Palermo – Istat 2011,legend/clip_index/Pendolarismo_flowmap_blue.jpg,"Mobilità,Dati,Territorio","Pendolarismo,Flowmap,Palermo",Sicilia,https://flowmap.blue/1gDrYiVk4jNhmqkBhFwKOYhBTHfOU_GNsjDUHV5vpuVE,https://flowmap.blue/1gDrYiVk4jNhmqkBhFwKOYhBTHfOU_GNsjDUHV5vpuVE,ISTAT,@gbvitrano,25-01-2019,2019-January,2019
66,Italia - Mappa news Incendi registrati nel 2019,La mappa delle notizie relative agli Incendi avvenuti nel nostro paese nel 2019.,legend/clip_index/news_incendi_2019.jpg,"Ambiente,Sicurezza,Dati","Incendi,News,Italia",Italia,news_incendi_2019.html,https://palermohub.opendatasicilia.it/news_incendi_2019.html,EFFIS,@gbvitrano,13-01-2019,2019-January,2019
67,Mappa terremoti in Italia nel 2019 (earthquakes today),Mappa terremoti in Italia nel 2019 - Archivo eventi sismici registarti nel 2019 suddivisi per mese,legend/clip_index/terremoti_2019.jpg,"Sicurezza,Geografia,Dati","Terremoti,Italia,Sismicità",Italia,terremoti_2019.html,https://palermohub.opendatasicilia.it/terremoti_2019.html,INGV,"@aborruso,@gbvitrano",01-01-2019,2019-January,2019
68,Mappa terremoti in Italia nel 2018,Mappa terremoti in Italia nel 2018 - Archivo eventi sismici registarti nel 2018 suddivisi per mese,legend/clip_index/terremoti_2018.jpg,"Sicurezza,Geografia,Dati","Terremoti,Italia,Sismicità",Italia,terremoti_2018.html,https://palermohub.opendatasicilia.it/terremoti_2018.html,INGV,"@aborruso,@gbvitrano",30-12-2018,2018-December,2018
69,Stalli riservati all'Ape Calessino,47 stalli riservati all'Ape Calessino per servizio pubblico,legend/clip_index/motocarrozzette.jpg,"Mobilità,Turismo,Territorio","Ape Calessino,Stalli,Palermo",Palermo,motocarrozzette.html,https://palermohub.opendatasicilia.it/motocarrozzette.html,Comune di Palermo,@cirospat,17-11-2018,2018-November,2018
70,ARS - Mappa Deputati della XVII Legislatura,Assemblea Regionale Siciliana - ARS - Mappa Deputati della XVII Legislatura distribuiti per collegio di elezione,legend/clip_index/deputati_ars.jpg,"Politica,Geografia,Dati","ARS,Deputati,Sicilia",Sicilia,deputati_ars.html,https://palermohub.opendatasicilia.it/deputati_ars.html,Regione Sicilia,"@gpirrotta,@gbvitrano",11-11-2018,2018-November,2018
71,Mappa interattiva segnalazioni RAP,Mappa interattiva delle segnalazioni alla RAP (Risorse Ambiente Palermo) by OpenDataSicilia - Settembre 2018,legend/clip_index/app_rap.jpg,"Ambiente,Rifiuti,Dati","RAP,Segnalazioni,Palermo",Palermo,app_rap.html,https://palermohub.opendatasicilia.it/app_rap.html,RAP,"@aborruso,@totofiandaca,@gbvitrano",14-10-2018,2018-October,2018
72,Targa Florio Classica - Ferrari Tribute limitazioni alla circolazione veicolare - Palermo,"Manifestazione automobilistica ""Targa Florio Classica - Ferrari Tribute ""riservata a vetture storiche valida per il Campionato Italiano grandi Eventi e Ferrari Tribute to Targa Florio riservata ai possessori di vetture Ferrari.",legend/clip_index/targa_florio.jpg,"Mobilità,Eventi,Territorio","Targa Florio,Limitazioni,Palermo",Palermo,targa_florio.html,https://palermohub.opendatasicilia.it/targa_florio.html,Comune di Palermo,@gbvitrano,05-10-2018,2018-October,2018
73,Palermo - Aggiornamento del catasto dei soprassuoli percorsi dal fuoco,Palermo - Aggiornamento del catasto dei soprassuoli percorsi dal fuoco - Incendi anno 2017,legend/clip_index/pa_catasto_fuoco.jpg,"Ambiente,Sicurezza,Territorio","Catasto Incendi,Incendi,Palermo",Palermo,catasto_terre_bruciate_palermo.html,https://palermohub.opendatasicilia.it/catasto_terre_bruciate_palermo.html,"Comune di Palermo,Copernicus",@gbvitrano,01-10-2018,2018-October,2018
74,Localizzazione degli edifici scolastici attivi - Anno Scolastico 2017/18 - Provincia Palermo,Al via l’operazione trasparenza sui dati dell’Anagrafe dell’edilizia scolastica da oggi disponibili in chiaro per singolo istituto scolastico attraverso il portale del Ministero dell’Istruzione dell’Università e della Ricerca nella sezione dedicata ai dati e open data.,legend/clip_index/anagrafe_scuola.jpg,"Istruzione,Urbanistica,Dati","Edilizia Scolastica,MIUR,Palermo",Palermo,anagrafe_scuola.html,https://palermohub.opendatasicilia.it/anagrafe_scuola.html,MIUR,@gbvitrano,29-09-2018,2018-September,2018
75,Papa Francesco a Palermo,Viabilità provvisoria in occasione della visita di Papa Francesco a Palermo - Settembre 2018,legend/clip_index/papafrancescopalermo.jpg,"Mobilità,Eventi,Territorio","Papa Francesco,Viabilità,Palermo",Palermo,papafrancescopalermo.html,https://palermohub.opendatasicilia.it/papafrancescopalermo.html,Comune di Palermo,"@totofiandaca,@gbvitrano",09-09-2018,2018-September,2018
76,Sicilia - Ponti e viadotti Agosto 2018 - Tableau public,Mappa intereattiva dei ponti e viadotti siciliani utilizzando Tableau Public usando i dati di OpenStreetMap (utilizzando overpass-turbo.eu),legend/clip_index/ponti_tableau.jpg,"Infrastrutture,Dati,Geografia","Ponti,Viadotti,Sicilia",Sicilia,ponti_sicilia_centroidi.html,https://palermohub.opendatasicilia.it/ponti_sicilia_centroidi.html,OpenStreetMap,"@gbvitrano,@totofiandaca",27-08-2018,2018-August,2018
77,Sicilia - Ponti e viadotti Agosto 2018,Localizzati 8.703 tratte stradali su ponte o viadotti della Sicilia usando i dati di OpenStreetMap (utilizzando overpass-turbo.eu),legend/clip_index/ponti_viadotti_sicilia_01.jpg,"Infrastrutture,Dati,Geografia","Ponti,Viadotti,Sicilia",Sicilia,ponti_viadotti_sicilia.html,https://palermohub.opendatasicilia.it/ponti_viadotti_sicilia.html,OpenStreetMap,@gbvitrano,24-08-2018,2018-August,2018
78,Sicurezza ponti e cavalcavia - Palermo - Agosto 2018,Localizzazione dei ponti di Palermo usando i dati di OpenStreetMap (utilizzando overpass-turbo.eu) e mettendoli ove possibile in relazione con i dati della suddetta relazione del comunicato stampa del Comune di Palermo. Purtroppo al momento in attesa dei dati del catasto ufficiale è poco più di un elenco.,legend/clip_index/sicurezzapontipalermo.jpg,"Infrastrutture,Sicurezza,Territorio","Ponti,Palermo,Sicurezza",Palermo,sicurezzapontipalermo.html,https://palermohub.opendatasicilia.it/sicurezzapontipalermo.html,"Comune di Palermo,OpenStreetMap",@gbvitrano,24-08-2018,2018-August,2018
79,Italia – Ponti e viadotti - Agosto 2018,La mappa è stata realizzata dopo l’ennesimo crollo di un ponte (Genova crolla il Ponte Morandi) con i dati estratti da OSM utilizzando overpass-turbo.eu strumento utilissimo sia per semplicità d’utilizzo che per la possibilità di effettuare estrazioni mirate ovvero ci permette di filtrare il tipo di dati che ci servono in una determinata area geografica. Si potrebbe utilizzare la mappa come base cartografica per un censimento Nazionale di ponti e viadotti segnalando con foto o video lo stato di fatto o apparente di ponti e viadotti di strade locali e nazionali del nostro Paese.,legend/clip_index/italia_ponti_viadotti.jpg,"Infrastrutture,Sicurezza,Dati","Ponti,Viadotti,Italia",Italia,sicilia_ponti_viadotti.html,https://palermohub.opendatasicilia.it/sicilia_ponti_viadotti.html,OpenStreetMap,@gbvitrano,15-08-2018,2018-August,2018
80,Dove sono gli alberi monumentali d'Italia?,La scoperta di un dataset interessante indispensabile per fare conoscere un patrimonio di grande valore probabilmente poco noto.,legend/clip_index/alberi_monumentali.jpg,"Ambiente,Natura,Cultura","Alberi,Monumenti,Italia",Italia,alberi_monumentali.html,https://palermohub.opendatasicilia.it/alberi_monumentali.html,MASAF,@aborruso,28-05-2018,2018-May,2018
81,Mappa Concessioni Demaniali Marittime,Il dataset continene i dati delle concessioni marittime gestiti dal SID il portale del mare -portale integrato per la pianificazione del demanio e dello spazio marittimo. Le informazioni contengono anche la geolocalizzazione. I dati si riferiscono ad Aprile 2018.,legend/clip_index/Concessioni_Demaniali_Marittime.jpg,"Ambiente,Geografia,Dati","Concessioni Marittime,SID,Italia",Italia,concessioni_demaniali_marittime.html,https://palermohub.opendatasicilia.it/concessioni_demaniali_marittime.html,MIT,@gbvitrano,29-04-2018,2018-April,2018
82,Mappa dei rischi dei comuni Italiani,Esplora gli indicatori della Mappa dei rischi dei comuni Italiani - Dataset rilsciato dall'ISTAT in 2017,legend/clip_index/Guenter_ixmaps_istat.jpg,"Ambiente,Sicurezza,Dati","Rischi,Comuni,ISTAT",Italia,https://exp.ixmaps.com.s3-website-eu-west-1.amazonaws.com/ixmaps/app/ISTAT/index_rischi_explorer_cratere.html,https://exp.ixmaps.com.s3-website-eu-west-1.amazonaws.com/ixmaps/app/ISTAT/index_rischi_explorer_cratere.html,ISTAT,@grichter,19-04-2018,2018-April,2018
83,Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2017 - Umap,Incidenti rilevati dalla Polizia Municipale di Palermo - Umap (tot. incidenti 3468),legend/clip_index/sinistri_2017.jpg,"Mobilità,Sicurezza,Dati","Umap,Incidenti,Sinistri",Palermo,sinistri_2017.html,https://palermohub.opendatasicilia.it/sinistri_2017.html,Comune di Palermo,@gbvitrano,20-03-2018,2018-March,2018
84,Elezioni Politiche 2018,Il voto elettorale come non l'avete mai visto,legend/clip_index/elezioni_2018.jpg,"Politica,Dati,Italia","Elezioni,Voti,Italia",Italia,https://exp.ixmaps.com.s3-website-eu-west-1.amazonaws.com/ixmaps/app/Elezioni%202018/index_2018_maps.html,https://exp.ixmaps.com.s3-website-eu-west-1.amazonaws.com/ixmaps/app/Elezioni%202018/index_2018_maps.html,onData,"@grichter,@aborruso",15-03-2018,2018-March,2018
85,Palermo AirBnB - Opendata Gennaio 2018,Palermo AirBnB - Opendata Gennaio 2018 - Nella mappa sono riportati gli alloggi turistici di Palermo (4.319) affiliati della piattaforma home sharing Inside Airbnb,legend/clip_index/palermo_airbnb.jpg,"Turismo,Economia,Territorio","AirBnB,Alloggi,Palermo",Palermo,palermo_airbnb.html,https://palermohub.opendatasicilia.it/palermo_airbnb.html,Scraping di Murray Cox - @murraycoxphoto,@gbvitrano,25-01-2018,2018-January,2018
86,Geocodifica il tuo indirizzo,Usa questa utility per trovare le coordinate geografiche di un punto di una via una località un comune o una regione. Per otterere le coordinate latitudine e longitudine puoi: Scrivere per esteso il nome della via o della località (semplificato dal completamento automatico di Google per le località Italiane) che ti interessa e cliccare su invio.Trascinare il markernella mappa per ottenere le coordinate e l'indirizzo.,legend/clip_index/geolocalizza.jpg,"Tecnologia,Geografia,Servizi","Geocodifica,Coordinate,Utility",Italia,geolocalizza.html,https://palermohub.opendatasicilia.it/geolocalizza.html,Google Maps,@gbvitrano,12-01-2018,2018-January,2018
87,Italia - Mappa news Incendi registrati nel 2018,La mappa delle notizie relative agli Incendi avvenuti nel nostro paese nel 2018.,legend/clip_index/news_incendi_2018.jpg,"Ambiente,Sicurezza,Dati","Incendi,News,Italia",Italia,news_incendi_2018.html,https://palermohub.opendatasicilia.it/news_incendi_2018.html,EFFIS,@gbvitrano,01-01-2018,2018-January,2018
88,ATM Messina - GTFS,Mappa Trasporti pubblici ATM Messina - GTFS - Dicembre 2017,legend/clip_index/atm_me.jpg,"Mobilità,Trasporti,Geografia","ATM,Messina,GTFS",Messina,atm_me.html,https://palermohub.opendatasicilia.it/atm_me.html,"Comune di Messina,UNIME","@aborruso,@piersoft,@gbvitrano",24-12-2017,2017-December,2017
89,P.A.I. Geomorfologia e Idraulica di Palermo – Qgis Cloud,P.A.I. Geomorfologia e Idraulica di Palermo – Qgis Cloud,legend/clip_index/pai_qgis_cloud.jpg,"Ambiente,Sicurezza,Territorio","PAI,Geomorfologia,Idraulica",Palermo,pai_qgis_cloud.html,https://palermohub.opendatasicilia.it/pai_qgis_cloud.html,Regione Sicilia,"@aborruso,Tonino Corso,@gbvitrano ",22-12-2017,2017-December,2017
90,Orto Botanico di Palermo,Aree interne all'Orto Botanico di Palermo,legend/clip_index/orto_botanico.jpg,"Ambiente,Natura,Cultura","Orto Botanico,Giardini,Palermo",Palermo,orto_botanico.html,https://palermohub.opendatasicilia.it/orto_botanico.html,UNIPA,"@cirospat,Enrico Russo",13-12-2017,2017-December,2017
91,Palermo 3D Maps WRLD,WRLD è una piattaforma dinamica di mappatura 3D per edifici intelligenti città giochi e esperienze virtuali. Fornisce un ambiente 3D completamente testurizzato che utilizza un sistema di coordinate globali in modo reale quindi è pronto per essere utilizzato immediatamente.,legend/clip_index/3d_wrld.jpg,"Tecnologia,Modellazione 3D,Territorio","Modellazione 3D,WRLD,Palermo",Palermo,index_3d.html,https://palermohub.opendatasicilia.it/index_3d.html,Wrld3d,@gbvitrano,08-12-2017,2017-December,2017
92,Mappa del Rischio idrogeologico,Piano Stralcio di Bacino per l‘Assetto Idrogeologico (P.A.I.) Regione Sicilia - (Palermo) strumento fondamentale della politica di assetto territoriale delineata dalla legge 183/89 avviata in ogni regione la pianificazione di bacino esso ne costituisce il primo stralcio tematico e funzionale.,legend/clip_index/pericolosita_idro_geo.jpg,"Ambiente,Sicurezza,Territorio","Rischio Idrogeologico,PAI,Palermo",Palermo,rischio_idrogeologico.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/rischio_idrogeologico.html#14/38.1185/13.3595,Regione Sicilia,"@aborruso,Tonino Corso,@gbvitrano ",05-12-2017,2017-December,2017
93,Mappa della Pericolosità idrogeologica,Piano Stralcio di Bacino per l‘Assetto Idrogeologico (P.A.I.) Regione Sicilia - (Palermo) strumento fondamentale della politica di assetto territoriale delineata dalla legge 183/89 avviata in ogni regione la pianificazione di bacino esso ne costituisce il primo stralcio tematico e funzionale.,legend/clip_index/rischio_idrogeo.jpg,"Ambiente,Sicurezza,Territorio","Pericolosità Idrogeologica,PAI,Palermo",Palermo,pericolosit%C3%A0_idrogeologica.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/pericolosit%C3%A0_idrogeologica.html#14/38.1185/13.3595,Regione Sicilia,"@aborruso,Tonino Corso,@gbvitrano ",04-12-2017,2017-December,2017
94,Mappa delle Pericolosità e Rischio Idraulico per fenomeni di esondazione,Piano Stralcio di Bacino per l‘Assetto Idrogeologico (P.A.I.) Regione Sicilia - (Palermo) strumento fondamentale della politica di assetto territoriale delineata dalla legge 183/89 avviata in ogni regione la pianificazione di bacino esso ne costituisce il primo stralcio tematico e funzionale.,legend/clip_index/pericolo_rischio_idra.jpg,"Ambiente,Sicurezza,Territorio","Rischio Idraulico,PAI,Palermo",Palermo,idraulica.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/idraulica.html#14/38.1185/13.3595,Regione Sicilia,"@aborruso,Tonino Corso,@gbvitrano ",03-12-2017,2017-December,2017
95,Mappa dei Dissesti,Piano Stralcio di Bacino per l‘Assetto Idrogeologico (P.A.I.) Regione Sicilia - (Palermo) strumento fondamentale della politica di assetto territoriale delineata dalla legge 183/89 avviata in ogni regione la pianificazione di bacino esso ne costituisce il primo stralcio tematico e funzionale.,legend/clip_index/dissesti.jpg,"Ambiente,Sicurezza,Territorio","Dissesti,PAI,Palermo",Palermo,dissesti.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/dissesti.html#14/38.1185/13.3595,Regione Sicilia,"@aborruso,Tonino Corso,@gbvitrano ",02-12-2017,2017-December,2017
96,Mappa delle Pericolosità e del Rischio Geomorfologica,Piano Stralcio di Bacino per l‘Assetto Idrogeologico (P.A.I.) Regione Sicilia - (Palermo) strumento fondamentale della politica di assetto territoriale delineata dalla legge 183/89 avviata in ogni regione la pianificazione di bacino esso ne costituisce il primo stralcio tematico e funzionale.,legend/clip_index/index_pai.jpg,"Ambiente,Sicurezza,Territorio","Rischio Geomorfologico,PAI,Palermo",Palermo,index_pai.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/index_pai.html#14/38.1185/13.3595,Regione Sicilia,"@aborruso,Tonino Corso,@gbvitrano ",01-12-2017,2017-December,2017
97,Cartografia e Ortofoto di base,Carta Tecnica Regionale 10K (C.T.R.) e Ortofoto ATA 2012 2013 Palermo 14 cm,legend/clip_index/cartografia.jpg,"Cartografia,Geografia,Territorio","CTR,Ortofoto,Palermo",Palermo,cartografia.html#14/38.1185/13.3595,https://palermohub.opendatasicilia.it/cartografia.html#14/38.1185/13.3595,Regione Sicilia,"@aborruso,@totofiandaca,@gbvitrano",01-12-2017,2017-December,2017
98,Spazi Palermo capitale italiana Cultura 2018,Spazi Culturali comunali di Palermo per capitale italiana Cultura 2018,legend/clip_index/cultura_2018.jpg,"Cultura,Eventi,Territorio","Palermo,Cultura,Spazi Culturali",Palermo,pa_capitale_cultura_2018.html,https://palermohub.opendatasicilia.it/pa_capitale_cultura_2018.html,Comune di Palermo,@cirospat,16-10-2017,2017-October,2017
99,Italia - Mappa Fire News 2012 - 2017,La mappa delle notizie relative agli Incendi avvenuti in Italia dal 2012 al 2017.,legend/clip_index/news_incendi_2012_17.jpg,"Ambiente,Sicurezza,Dati","Incendi,News,Italia",Italia,news_incendi_2012_17.html,https://palermohub.opendatasicilia.it/news_incendi_2012_17.html,EFFIS,@gbvitrano,20-09-2017,2017-September,2017
100,#FoiaeFiamme - Richiesta di accesso civico -,La mappa permette a chiunque di compilare in modo semplice e immediato una richiesta di accesso civico con la quale chiedere ad un Comune il catasto delle terre bruciate,legend/clip_index/comuniafuoco.jpg,"Ambiente,Dati,Partecipazione","Accesso Civico,Incendi,Foiaefiamme",Italia,comuniafuoco.html,https://palermohub.opendatasicilia.it/comuniafuoco.html,EFFIS,"@aborruso,@cristigalas,@giuragu,@gbvitrano",10-09-2017,2017-September,2017
101,Italia incendi boschivi dal 2009 a maggio 2016,Nel periodo 2009 - 2016 in Italia un ettaro di superficie su tre è andato in fumo in Sicilia un ettaro su cinque in Sardegna. In totale due terzi degli incendi italiani ha interessato le isole maggiori e la Calabria. Sempre nelle isole maggiori gli incendi più devastanti....,legend/clip_index/numero_incendi_italia.jpg,"Ambiente,Sicurezza,Dati","Incendi,Italia,Sicilia",Italia,numero_incendi_italia.html,https://palermohub.opendatasicilia.it/numero_incendi_italia.html,"SIF,Regione Sicilia","@aborruso,@giuragu,@gbvitrano",02-09-2017,2017-September,2017
102,Sicilia - censimento aree incendi dal 2010 a maggio 2016 - Dati parziali,Il caso Sicilia - Censimento aree incendi dal 2010 a maggio 2016 - Dati parziali,legend/clip_index/incendi_sicilia_aree.jpg,"Ambiente,Sicurezza,Dati","Incendi,Censimento,Sicilia",Sicilia,incendi_sicilia_aree.html,https://palermohub.opendatasicilia.it/incendi_sicilia_aree.html,"SIF,Regione Sicilia","@aborruso,@giuragu,@gbvitrano",02-09-2017,2017-September,2017
103,Ettari di superficie percorsa dal fuoco in Italia dal 2009 a maggio 2016 in Italia,"Nel periodo 2009 - 2016 in Italia un ettaro di superficie su tre è andato in fumo in Sicilia, un ettaro su cinque in Sardegna.
In totale due terzi degli incendi italiani ha interessato le isole maggiori e la Calabria.",legend/clip_index/incendi_boschivi_2017.jpg,"Ambiente,Emergenze","Incendi,Dati alle fiamme,Foiaefiamme",Sicilia,incendi_sup_italia.html,https://palermohub.opendatasicilia.it/incendi_sup_italia.html,"SIF,Regione Sicilia","@aborruso,@giuragu,@gbvitrano",02-09-2017,2017-September,2017
104,Sicilia - Griglia - Incendi boschivi censimento aree incendi dal 2010 a maggio 2016 - Dati parziali,"Giovedì 16/06/2016 la Sicilia entra ufficialmente nell’odiata stagione degli “incendi”.
Centinaia di incendi divampano contemporaneamente in diverse territori dell’isola e capita che in un medesimo territorio le fiamme divampino a partire da diversi punti.",legend/clip_index/incendi_sicilia_2016_griglia.jpg,"Ambiente,Emergenze","Incendi,Dati alle fiamme,Foiaefiamme",Sicilia,incendi_sicilia_aree.html,https://palermohub.opendatasicilia.it/incendi_sicilia_aree.html,"SIF,Regione Sicilia","@aborruso,@giuragu,@gbvitrano",02-09-2017,2017-September,2017
105,Location di Film girati in Sicilia,Location di Film girati in Sicilia da un lavoro di VisitSicily.info catalogo di Film in progress,legend/clip_index/location_film.jpg,"Cultura,Turismo,Geografia","Film,Location,Sicilia",Sicilia,location_film.html,https://palermohub.opendatasicilia.it/location_film.html,Visit Sicily Regione Sicilia,"@cirospat,Renato Alongi",24-08-2017,2017-August,2017
106,L'incendio che distrusse 3000 ettari di Parco Nazionale del Vesuvio,"L&#180;intero perimetro del vulcano percorso dalle fiamme, migliaia di ettari di vegetazione distrutti. Danni incalcolabili per l'ecosistema",legend/clip_index/vesuvio.jpg,"Ambiente,Emergenze","Incendi,Vesuvio,Parco Nazionale,COPERNICUS",Napoli,vesuvio.html,https://palermohub.opendatasicilia.it/vesuvio.html,EFFIS,@gbvitrano,09-08-2017,2017-August,2017
107,Sicilia a fuoco - Sciacca - Grading Map 3D,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/avola_3d.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D","Avola,Biancavilla,Blufi,Caltagirone,Etna,Francofonte,Messina,Mistretta,Monreale,Naso,Piazza Armerina,Piazza Armerina,San Vito Lo Capo,Sciacca",3d_avola.html,https://palermohub.opendatasicilia.it/3d_avola.html,"COPERNICUS,EMS",@gbvitrano,02-08-2017,2017-August,2017
108,Aree di Emergenza - Protezione Civile - Regione Sicilia,Censimento delle aree di emergenza ai fini della pianificazione di Protezione Civile (Aree di attesa della popolazione Aree di accoglienza o di ricovero della popolazione e Aree di ammassamento soccorritori e Risorse) dei Comuni delle Provincia di Catania Enna Messina Ragusa e del Comune di Palermo.,legend/clip_index/piano_pc.jpg,"Sicurezza,Emergenze,Geografia","Protezione Civile,Aree di Emergenza,Sicilia","Catania,Enna,Messina,Ragusa,Palermo",piano_prot_civ.html#12/38.1335/13.3193,https://palermohub.opendatasicilia.it/piano_prot_civ.html#12/38.1335/13.3193,"Regione Sicilia,Comune di Palermo",@gbvitrano,01-08-2017,2017-August,2017
109,Sicilia a fuoco - Avola - Grading Map ,"Gli incendi in Sicilia, una situazione drammatica vista da COPERNICUS - Emergency Management Service
EMSR213: Forest Fire in Southern Italy",legend/clip_index/avola.jpg,"Ambiente,Emergenze","Incendi,COPERNICUS,EMS,3D",Avola,avola.html,https://palermohub.opendatasicilia.it/avola.html,"COPERNICUS,EMS",@gbvitrano,01-08-2017,2017-August,2017
